sampleid	samplingdate	ST
F1S1R2D1B3P2G02	2021-12-15	ST45
SH050122x2x52	2021-12-16	ST212
SH050122x2x48	2021-12-16	ST896
SH050122x2x34	2021-12-16	ST716
SH050122x2x27	2021-12-16	ST29
F1S1R2D1B3P2G07	2021-12-16	ST15
F1S1R2D1B3P4B04	2021-12-16	ST45
SH050122x2x57	2021-12-17	ST587
SH050122x2x45	2021-12-17	ST17
F1S1R2D1B3P2G05	2021-12-17	ST6
SH050122x2x55	2021-12-18	ST26
SH050122x2x72	2021-12-19	ST23
SH050122x2x46	2021-12-19	ST14
F1S1R2D1B3P4G03	2021-12-19	ST716
F1S1R2D1B3P4G05	2021-12-20	ST37
F1S1R2D1B3P4D03	2021-12-20	ST11
F1S1R2D1B3P4C10	2021-12-20	ST252
F1S1R2D1B3P4C01	2021-12-20	ST252
F1S1R2D1B3P4F10	2021-12-20	ST1243
F1S1R2D1B3P4B01	2021-12-20	ST45
F1S1R2D1B3P4H02	2021-12-20	ST590
SH050122x2x88	2021-12-20	ST276
F1S1R2D1B3P4H03	2021-12-20	ST2440
F1S1R2D1B3P4E04	2021-12-21	ST743-1LV
F1S1R2D1B3P4D10	2021-12-21	ST1758
F1S1R2D1B3P4D09	2021-12-21	ST1401
SH050122x2x79	2021-12-21	ST35
F1S1R2D1B3P4E09	2021-12-21	ST2657
SH050122x2x82	2021-12-21	ST35
F1S1R2D1B3P4H10	2021-12-22	ST4421
F1S1R2D1B3P4H07	2021-12-22	ST23
F1S1R2D1B3P4D12	2021-12-22	ST35
F1S1R2D1B3P4A11	2021-12-22	ST23
F1S1R2D1B3P4B11	2021-12-22	ST4421
F1S1R2D1B3P4B10	2021-12-22	ST870
F1S1R2D1B3P5E03	2021-12-23	ST792
SH050122x2x90	2021-12-23	ST3132
F1S1R2D1B3P4D06	2021-12-23	ST37
F1S1R2D1B3P4E06	2021-12-23	ST3293
F1S1R2D1B3P5B06	2021-12-24	ST870
F1S1R2D1B3P5D04	2021-12-24	ST76
F1S1R2D1B3P5D02	2021-12-24	ST416
F1S1R2D1B3P5E07	2021-12-26	ST2440
F1S1R2D1B3P5G09	2021-12-26	ST870
F1S1R2D1B3P5H07	2021-12-26	ST37
SH280122x1x22	2021-12-26	ST45
F1S1R2D1B3P5A04	2021-12-27	ST11
F1S1R2D1B3P5E09	2021-12-27	ST1114
F1S1R2D1B3P5A06	2021-12-27	ST187
F1S1R2D1B3P5C10	2021-12-27	ST416
F1S1R2D1B4P1A04	2021-12-27	ST11
SH280122x1x28	2021-12-28	ST2264
F1S1R2D1B4P1B01	2021-12-28	ST483
F1S1R2D1B4P1G07	2021-12-29	ST2657
F1S1R2D1B3P5B12	2021-12-29	ST2657
F1S1R2D1B3P5C12	2021-12-29	ST1799
F1S1R2D1B3P5H10	2021-12-29	ST45
F1S1R2D1B4P1F02	2021-12-30	ST792
F1S1R2D1B4P1E10	2021-12-30	ST6
SH280122x1x34	2021-12-30	ST37
F1S1R2D1B4P1F08	2021-12-30	ST792
F1S1R2D1B4P1F06	2021-12-30	ST20
F1S1R2D1B4P2F02	2021-12-30	ST792
F1S1R2D1B4P1C03	2021-12-31	ST1198
SH280122x1x59	2022-01-03	ST17
F1S1R2D1B4P2E01	2022-01-03	ST187
SH280122x1x61	2022-01-03	ST5446
F1S1R2D1B4P2B01	2022-01-03	ST2440
F1S1R2D1B4P2D01	2022-01-03	ST187
F1S1R2D1B4P1C08	2022-01-03	ST1962
F1S1R2D1B4P2F03	2022-01-03	ST2440
SH280122x1x63	2022-01-04	ST20
SH280122x1x78	2022-01-04	ST530
SH280122x1x80	2022-01-04	ST453
F1S1R2D1B4P2A05	2022-01-04	ST307
F1S1R2D1B4P2G03	2022-01-04	ST307
F1S1R2D1B4P1A12	2022-01-04	ST45
SH280122x2x06	2022-01-05	ST36
F1S1R2D1B4P2G12	2022-01-05	ST1805
F1S1R2D1B4P2D04	2022-01-05	ST20-1LV
F1S1R2D1B4P2D10	2022-01-05	ST200
F1S1R2D1B4P2C12	2022-01-05	ST1207
F1S1R2D1B4P2E05	2022-01-05	ST472
F1S1R2D1B4P3B07	2022-01-05	ST1207
F1S1R2D1B4P2D07	2022-01-06	ST1799
F1S1R2D1B4P2E09	2022-01-06	ST17
SH280122x1x84	2022-01-06	ST4849
F1S1R2D1B4P3E04	2022-01-06	ST45
F1S1R2D1B4P3C05	2022-01-06	ST45
F1S1R2D1B4P3F01	2022-01-06	ST307
F1S1R2D1B4P3H06	2022-01-07	ST1207
F1S1R2D1B4P2A07	2022-01-07	ST307
F1S1R2D1B4P4B02	2022-01-07	ST20
F1S1R2D1B4P4C01	2022-01-08	ST2004
F1S1R2D1B4P3B06	2022-01-08	ST45
F1S1R2D1B4P3C07	2022-01-08	ST23
F1S1R2D1B4P3C01	2022-01-08	ST45
F1S1R2D1B4P3A05	2022-01-09	ST35
F1S1R2D1B4P4E03	2022-01-09	ST485
F1S1R2D1B4P3B08	2022-01-10	ST1799
SH280122x2x17	2022-01-10	ST29
SH280122x2x41	2022-01-10	ST25
F1S1R2D1B4P4A02	2022-01-10	ST1026
SH280122x2x29	2022-01-11	ST134
F1S1R2D1B4P4F03	2022-01-11	ST785
F1S1R2D1B4P4D03	2022-01-11	ST52-2LV
F1S1R2D1B4P4B12	2022-01-11	ST35
SH280122x2x31	2022-01-11	ST1574
F1S1R2D1B4P4B04	2022-01-11	ST15
F1S1R2D1B4P5F02	2022-01-12	ST200
F1S1R2D1B4P4H04	2022-01-12	ST46
F1S1R2D1B4P4A06	2022-01-12	ST3370
F1S1R2D1B4P4E09	2022-01-12	ST35
F1S1R2D1B4P4C06	2022-01-12	ST834
SH280122x2x69	2022-01-13	ST1307-1LV
F1S1R2D1B4P5D01	2022-01-13	ST1228
F1S1R2D1B4P5F03	2022-01-13	ST200
F1S1R2D1B4P5G03	2022-01-13	ST1207
F1S1R2D1B4P5H03	2022-01-13	ST1207
F1S1R2D1B4P4B08	2022-01-13	ST628-1LV
F1S1R2D1B4P4G08	2022-01-13	ST1552
F1S1R2D1B4P5H04	2022-01-13	ST37
F1S1R2D1B4P4F10	2022-01-13	ST1552
F1S1R2D1B4P4B10	2022-01-13	ST915
F1S1R2D1B4P4B09	2022-01-13	ST1552
SH280122x2x46	2022-01-13	ST661
F1S1R2D1B4P4C09	2022-01-13	ST1552
F1S1R2D1B4P4F07	2022-01-13	ST5020
F1S1R2D2B1P1F05	2022-01-14	ST791
F1S1R2D2B1P1F02	2022-01-14	ST133
F1S1R2D1B4P5H01	2022-01-14	ST636
F1S1R2D1B4P5G02	2022-01-14	ST2657
F1S1R2D1B4P5G01	2022-01-14	ST636
SH280122x2x53	2022-01-14	ST25
F1S1R2D1B4P5E06	2022-01-14	ST45
F1S1R2D1B4P5E05	2022-01-14	ST792
SH280122x2x59	2022-01-14	ST180
F1S1R2D1B4P5C09	2022-01-15	ST35
F1S1R2D1B4P5F11	2022-01-16	ST45
SH110222x94	2022-01-16	ST116-1LV
F1S1R2D2B1P1D07	2022-01-17	ST2657
F1S1R2D2B1P1A05	2022-01-17	ST42
F1S1R2D2B1P1A11	2022-01-17	ST42
SH280122x2x65	2022-01-17	ST1517
F1S1R2D2B1P1E05	2022-01-17	ST42
F1S1R2D2B1P1C06	2022-01-17	ST42
F1S1R2D2B1P1C07	2022-01-17	ST2657
F1S1R2D2B1P2C07	2022-01-18	ST45
F1S1R2D2B1P1G11	2022-01-18	ST220
F1S1R2D2B1P1E10	2022-01-18	ST45
F1S1R2D2B1P3F01	2022-01-18	ST1799
F1S1R2D1B4P5E12	2022-01-18	ST46
F1S1R2D2B1P3A04	2022-01-18	ST1114
F1S1R2D2B1P1B11	2022-01-19	ST395
F1S1R2D2B1P1B07	2022-01-19	ST2657
SH280122x2x94	2022-01-19	ST3155
F1S1R2D2B1P1E08	2022-01-19	ST870
F1S1R2D2B1P1A07	2022-01-19	ST2657
F1S1R2D2B1P1G09	2022-01-19	ST1554
SH110222x57	2022-01-19	ST147
SH110222x52	2022-01-19	ST101
F1S1R2D2B1P3E03	2022-01-19	ST870
F1S1R2D2B1P2C06	2022-01-19	ST792
F1S1R2D2B1P1C10	2022-01-19	ST661
F1S1R2D2B1P3C02	2022-01-20	ST133
SH110222x58	2022-01-20	ST2629
F1S1R2D2B1P2G01	2022-01-20	ST111
F1S1R2D2B1P2F06	2022-01-20	ST11
F1S1R2D2B1P2B08	2022-01-20	ST45
F1S1R2D2B1P2C01	2022-01-20	ST45
F1S1R2D2B1P3B07	2022-01-21	ST11
F1S1R2D2B1P3G02	2022-01-21	ST35
F1S1R2D2B1P2A05	2022-01-21	ST985
F1S1R2D2B1P2D12	2022-01-22	ST76
F1S1R2D2B1P3H07	2022-01-23	ST13
F1S1R2D2B1P3F07	2022-01-23	ST13
SH110222x63	2022-01-23	ST13
F1S1R2D2B1P3C10	2022-01-24	ST661
F1S1R2D2B1P3C06	2022-01-24	ST35
F1S1R2D2B1P3E06	2022-01-24	ST35
F1S1R2D2B1P3C05	2022-01-24	ST42
F1S1R2D2B1P3A10	2022-01-24	ST35
SH220222x1x28	2022-01-25	ST2629
SH220222x1x29	2022-01-25	ST37
SH220222x1x39	2022-01-26	ST268
SH220222x1x30	2022-01-27	ST2629
F1S1R2D2B1P5H03	2022-01-27	ST25
F1S1R2D2B1P5E11	2022-01-27	ST308
SH220222x1x43	2022-01-27	ST2729
F1S1R2D2B1P5G09	2022-01-27	ST299
F1S1R2D2B1P5E12	2022-01-29	ST45
SH220222x1x62	2022-01-30	ST661
SH220222x1x57	2022-01-30	ST1010
F1S1R2D2B2P1G01	2022-01-30	ST45
F1S1R2D2B2P1A01	2022-01-30	ST492
F1S1R2D2B1P5H12	2022-01-30	ST492
F1S1R2D2B1P5F09	2022-01-30	ST35
F1S1R2D2B1P5G04	2022-01-30	ST25
F1S1R2D2B1P5E09	2022-01-30	ST35
F1S1R2D2B1P5C10	2022-01-31	ST45
F1S1R2D2B1P5B04	2022-01-31	ST20
F1S1R2D2B1P5B11	2022-01-31	ST308
F1S1R2D2B2P1E02	2022-01-31	ST42
F1S1R2D2B1P5F08	2022-01-31	ST35-1LV
F1S1R2D2B1P5D08	2022-02-01	ST103
SH220222x1x68	2022-02-01	ST15
F1S1R2D2B2P1H06	2022-02-01	ST966
SH220222x1x69	2022-02-01	ST147
F1S1R2D2B2P1A03	2022-02-01	ST870
SH220222x2x04	2022-02-02	ST11
F1S1R2D2B2P1H11	2022-02-02	ST45
SH220222x1x72	2022-02-02	ST1192-1LV
F1S1R2D2B2P1G03	2022-02-02	ST2453
F1S1R2D2B2P1B12	2022-02-02	ST45
F1S1R2D2B2P1D06	2022-02-02	ST2938
F1S1R2D2B2P1G11	2022-02-02	ST45
F1S1R2D2B2P1E06	2022-02-02	ST1644
F1S1R2D2B2P1E11	2022-02-02	ST12
F1S1R2D2B2P2E01	2022-02-03	ST1661
SH220222x2x03	2022-02-03	ST13
SH220222x1x77	2022-02-03	ST584
F1S1R2D2B2P1H07	2022-02-04	ST37
SH220222x1x84	2022-02-04	ST685
F1S1R2D2B2P2F09	2022-02-05	ST14
F1S1R2D2B2P2E03	2022-02-05	ST35
F1S1R2D2B2P2B03	2022-02-06	ST35
SH220222x2x22	2022-02-06	ST661
F1S1R2D2B2P2G09	2022-02-06	ST45
SH220222x2x51	2022-02-06	ST380
F1S1R2D2B2P3D01	2022-02-07	ST14
SH220222x2x35	2022-02-07	ST1609
F1S1R2D2B2P2F11	2022-02-07	ST14
SH220222x2x31	2022-02-07	ST2623
F1S1R2D2B2P2B05	2022-02-07	ST299
SH220222x2x34	2022-02-07	ST37-1LV
SH220222x2x32	2022-02-07	ST2055
F1S1R2D2B2P2G11	2022-02-08	ST45-1LV
F1S1R2D2B2P4F02	2022-02-08	ST449
F1S1R2D2B2P2H11	2022-02-08	ST42
F1S1R2D2B2P2F12	2022-02-08	ST42
F1S1R2D2B2P2F10	2022-02-08	ST45
F1S1R2D2B2P2A12	2022-02-08	ST42
F1S1R2D2B2P3A09	2022-02-09	ST336
F1S1R2D2B2P3F08	2022-02-09	ST290
F1S1R2D2B2P3D03	2022-02-09	ST857
F1S1R2D2B2P3A04	2022-02-09	ST299
F1S1R2D2B2P4F01	2022-02-10	ST950
F1S1R2D2B2P3C06	2022-02-11	ST307
F1S1R2D2B2P3A06	2022-02-11	ST45-1LV
F1S1R2D2B2P3A12	2022-02-11	ST35
F1S1R2D2B2P3B06	2022-02-11	ST307
F1S1R2D2B2P4B02	2022-02-11	ST45
F1S1R2D2B2P4C02	2022-02-11	ST45
F1S1R2D2B2P4H05	2022-02-11	ST1207
F1S1R2D2B2P3G11	2022-02-11	ST35
F1S1R2D2B2P3B12	2022-02-11	ST1207
F1S1R2D2B2P3A07	2022-02-12	ST298
SH220222x2x66	2022-02-12	ST5470-1LV
SH220222x2x81	2022-02-13	ST857
F1S1R2D2B2P5A01	2022-02-14	ST42
F1S1R2D2B2P4C12	2022-02-14	ST42
F1S1R2D2B2P4C10	2022-02-14	ST45
F1S1R2D2B2P4C05	2022-02-14	ST584
F1S1R2D2B2P4H10	2022-02-14	ST45
F1S1R2D2B2P4G04	2022-02-14	ST42
F1S1R2D2B2P5B02	2022-02-14	ST628
F1S1R2D2B2P5C01	2022-02-14	ST42
F1S1R2D2B2P4A07	2022-02-14	ST42
F1S1R2D2B2P5G01	2022-02-14	ST42
SH220222x2x90	2022-02-14	ST13
SH220222x2x91	2022-02-14	ST65
SH220222x2x88	2022-02-14	ST1800
F1S1R2D2B2P5A03	2022-02-15	ST2657
F1S1R2D2B2P4F08	2022-02-15	ST1537
F1S1R2D2B2P5H02	2022-02-15	ST2657
SH170322x1x37	2022-02-15	ST147
F1S1R2D2B2P4E09	2022-02-15	ST4732
F1S1R2D2B2P4A08	2022-02-15	ST268
SH220222x2x89	2022-02-15	ST893
SH170322x1x3	2022-02-15	ST15
F1S1R2D2B2P4A12	2022-02-16	ST299
SH170322x1x8	2022-02-16	ST29
F1S1R2D2B2P5G05	2022-02-17	ST111-1LV
SH170322x1x42	2022-02-17	ST661
F1S1R2D2B2P5B10	2022-02-17	ST65
SH170322x1x36	2022-02-17	ST13
F1S1R2D2B2P5H09	2022-02-17	ST48
SH220222x2x92	2022-02-17	ST661
F1S1R2D2B3P1A04	2022-02-18	ST999
SH170322x1x18	2022-02-18	ST13
F1S1R2D2B2P5B05	2022-02-18	ST1119
F1S1R2D2B2P5D11	2022-02-18	ST30
F1S1R2D2B2P5D08	2022-02-18	ST4248
F1S1R2D2B2P5A07	2022-02-18	ST1119
F1S1R2D2B2P5E12	2022-02-20	ST36
F1S1R2D2B3P1C06	2022-02-20	ST3178
F1S1R2D2B3P1A10	2022-02-21	ST2657
F1S1R2D2B3P1B10	2022-02-21	ST2657
F1S1R2D2B3P1G06	2022-02-21	ST48
F1S1R2D2B3P1E02	2022-02-21	ST42
F1S1R2D2B3P1E03	2022-02-21	ST345
F1S1R2D2B3P1F02	2022-02-21	ST42
F1S1R2D2B3P2D03	2022-02-22	ST23
F1S1R2D2B3P1A03	2022-02-22	ST86
SH170322x1x56	2022-02-22	ST1537
SH170322x1x64	2022-02-22	ST40
SH170322x1x49	2022-02-22	ST785
SH170322x1x54	2022-02-22	ST466
F1S1R2D2B3P2B01	2022-02-22	ST11
F1S1R2D2B3P1D06	2022-02-22	ST42
F1S1R2D2B3P1H08	2022-02-22	ST35
F1S1R2D2B3P1B05	2022-02-22	ST35
F1S1R2D2B3P1E10	2022-02-22	ST35
kp_bs_202_C07	2022-02-23	ST1626
kp_bs_202	2022-02-23	ST1626
F1S1R2D2B3P2D02	2022-02-23	ST628
F1S1R2D2B3P1F08	2022-02-23	ST2370
F1S1R2D2B3P1E08	2022-02-23	ST133-1LV
F1S1R2D2B3P2G02	2022-02-23	ST34
SH170322x1x67	2022-02-23	ST391
F1S1R2D2B3P1C10	2022-02-23	ST1537
F1S1R2D2B3P1H10	2022-02-24	ST2665
F1S1R2D2B3P1C11	2022-02-24	ST869
F1S1R2D2B3P1H11	2022-02-24	ST45
F1S1R2D2B3P2D01	2022-02-24	ST86
SH170322x1x62	2022-02-24	ST323
SH170322x1x75	2022-02-25	ST13
SH170322x1x78	2022-02-25	ST13
SH170322x1x87	2022-02-25	ST1310
SH170322x1x95	2022-02-25	ST1207
F1S1R2D2B3P2B10	2022-02-25	ST111
F1S1R2D2B3P2F04	2022-02-25	ST111
F1S1R2D2B3P2H07	2022-02-25	ST29
SH170322x1x94	2022-02-26	ST225
F1S1R2D2B3P2C05	2022-02-26	ST45
F1S1R2D2B3P3E02	2022-02-26	ST26
SH170322x2x24	2022-02-26	ST380
F1S1R2D2B3P2B11	2022-02-27	ST299
F1S1R2D2B3P2D11	2022-02-27	ST253
F1S1R2D2B3P3H05	2022-02-27	ST42
SH170322x2x5	2022-02-27	ST134
F1S1R2D2B3P3D09	2022-02-28	ST45
F1S1R2D2B3P3F09	2022-02-28	ST45
F1S1R2D2B3P3A08	2022-02-28	ST45
F1S1R2D2B3P3A05	2022-02-28	ST45
F1S1R2D2B3P2G10	2022-02-28	ST37
F1S1R2D2B3P3C06	2022-02-28	ST45
F1S1R2D2B3P3A03	2022-02-28	ST48
F1S1R2D2B3P3D10	2022-02-28	ST2674
F1S1R2D2B3P3F04	2022-02-28	ST34-1LV
F1S1R2D2B3P3G10	2022-02-28	ST542
F1S1R2D2B3P3G04	2022-02-28	ST461
F1S1R2D2B3P3F10	2022-02-28	ST111
F1S1R2D2B3P3H08	2022-03-01	ST469
F1S1R2D2B3P3E06	2022-03-01	ST150
SH170322x2x17	2022-03-01	ST784
SH170322x2x35	2022-03-02	ST36
F1S1R2D2B3P4H04	2022-03-02	ST186
F1S1R2D2B3P4G05	2022-03-02	ST1527
F1S1R2D2B3P3B12	2022-03-02	ST25
F1S1R2D2B3P4G03	2022-03-02	ST405
F1S1R2D2B3P4F06	2022-03-02	ST469
F1S1R2D2B3P4C05	2022-03-02	ST353
F1S1R2D2B3P4C02	2022-03-02	ST405
F1S1R2D2B3P3H11	2022-03-02	ST45-1LV
SH170322x2x28	2022-03-02	ST278
F1S1R2D2B3P4D02	2022-03-03	ST45
F1S1R2D2B3P4D09	2022-03-04	ST1207
F1S1R2D2B3P4C10	2022-03-04	ST29
F1S1R2D2B3P4B10	2022-03-04	ST29
F1S1R2D2B3P4A05	2022-03-04	ST45
F1S1R2D2B3P5F01	2022-03-05	ST299
F1S1R2D2B3P5C06	2022-03-05	ST299
F1S1R2D2B3P5G08	2022-03-06	ST405
SH170322x2x60	2022-03-06	ST29
F1S1R2D2B3P5E04	2022-03-06	ST405
F1S1R2D2B3P5D04	2022-03-06	ST405
F1S1R2D2B3P5F05	2022-03-07	ST290
F1S1R2D2B3P5G07	2022-03-07	ST45
F1S1R2D2B3P5B07	2022-03-07	ST4421
SH170322x2x86	2022-03-07	ST1037
F1S1R2D2B3P5A07	2022-03-07	ST4421
F1S1R2D2B3P4H11	2022-03-07	ST42
F1S1R2D2B3P4G11	2022-03-07	ST42
F1S1R2D2B3P5F04	2022-03-08	ST999
F1S1R2D2B3P5G12	2022-03-08	ST395
F1S1R2D2B3P5H07	2022-03-08	ST1207
SH170322x2x75	2022-03-08	ST950
SH170322x2x80	2022-03-09	ST5112
SH250322x1x28	2022-03-10	ST37
F1S1R2D2B3P5E12	2022-03-10	ST340
F1S1R2D2B4P1B04	2022-03-10	ST311
F1S1R2D2B4P1G03	2022-03-10	ST14
F1S1R2D2B4P1D12	2022-03-11	ST45
F1S1R2D2B4P3E02	2022-03-11	ST101
F1S1R2D2B4P1G02	2022-03-11	ST472
F1S1R2D2B4P1H01	2022-03-11	ST35
F1S1R2D2B4P1H02	2022-03-11	ST35
SH250322x1x36	2022-03-12	ST45
SH250322x1x37	2022-03-12	ST966
F1S1R2D2B4P1H09	2022-03-13	ST1198
SH250322x1x49	2022-03-13	ST416
F1S1R2D2B4P1D08	2022-03-14	ST4421
SH250322x1x77	2022-03-14	ST4435
SH250322x1x66	2022-03-14	ST327
SH250322x1x54	2022-03-14	ST6
F1S1R2D2B4P1A09	2022-03-14	ST792
F1S1R2D2B4P3H01	2022-03-16	ST20
F1S1R2D2B4P3H03	2022-03-16	ST20
F1S1R2D2B4P3G03	2022-03-16	ST17
F1S1R2D2B4P3H05	2022-03-17	ST472
SH250322x1x83	2022-03-17	ST200
SH250322x1x80	2022-03-17	ST611
F1S1R2D2B4P3D06	2022-03-17	ST15
F1S1R2D2B4P3E06	2022-03-17	ST472
F1S1R2D2B4P3A06	2022-03-17	ST340
SH250322x1x84	2022-03-18	ST3623
F1S1R2D2B4P3G07	2022-03-18	ST299
F1S1R2D2B4P3F07	2022-03-18	ST299
SH220422x1x05	2022-03-19	ST661
F1S1R2D2B4P3A05	2022-03-19	ST20
SH220422x1x09	2022-03-20	ST1536
F1S1R2D2B4P3H10	2022-03-20	ST45
F1S1R2D2B4P4B02	2022-03-20	ST37
SH220422x1x02	2022-03-21	ST13-1LV
F1S1R2D2B4P3G12	2022-03-21	ST147
F1S1R2D2B4P3A11	2022-03-21	ST148
F1S1R2D2B4P4D03	2022-03-21	ST309
F1S1R2D2B4P4B04	2022-03-21	ST42
F1S1R2D2B4P4E03	2022-03-21	ST35
F1S1R2D2B4P3D09	2022-03-21	ST133
F1S1R2D2B4P4D04	2022-03-21	ST147
F1S1R2D2B4P4E05	2022-03-21	ST147
F1S1R2D2B4P3D12	2022-03-21	ST36-1LV
F1S1R2D2B4P3D10	2022-03-21	ST148
F1S1R2D2B4P4G01	2022-03-21	ST45
F1S1R2D2B4P4E10	2022-03-22	ST35
F1S1R2D2B4P4A10	2022-03-22	ST147
F1S1R2D2B4P4D01	2022-03-22	ST45
F1S1R2D2B4P4H02	2022-03-22	ST45
F1S1R2D2B4P3E11	2022-03-22	ST111
F1S1R2D2B4P4D05	2022-03-22	ST160
SH220422x1x20	2022-03-23	ST2885
SH220422x1x21	2022-03-23	ST45
SH220422x1x39	2022-03-23	ST687
F1S1R2D2B4P4H06	2022-03-23	ST20
F1S1R2D2B4P4B11	2022-03-23	ST35
F1S1R2D2B4P4A11	2022-03-24	ST307
F1S1R2D2B4P4C08	2022-03-24	ST147
SH220422x1x46	2022-03-24	ST192
F1S1R2D2B4P4C12	2022-03-24	ST147
F1S1R2D2B4P5C01	2022-03-24	ST147
F1S1R2D2B4P5E02	2022-03-24	ST37
F1S1R2D2B4P5A02	2022-03-25	ST35
SH220422x1x47	2022-03-25	ST86
F1S1R2D2B4P5F02	2022-03-25	ST45
F1S1R2D2B4P4F08	2022-03-25	ST380
F1S1R2D2B4P5D02	2022-03-26	ST45
SH220422x1x50	2022-03-26	ST15
F1S1R2D2B4P4D12	2022-03-26	ST35
SH220422x1x64	2022-03-27	ST346-1LV
SH220422x1x75	2022-03-27	ST2438
F1S1R2D2B4P5C05	2022-03-28	ST2493
F1S1R2D2B4P5C11	2022-03-28	ST147
F1S1R2D3B1P1H01	2022-03-28	ST2504-1LV
F1S1R2D2B4P5B04	2022-03-28	ST882
F1S1R2D3B1P1E04	2022-03-28	ST42
SH220422x1x76	2022-03-28	ST1966
F1S1R2D3B1P1H04	2022-03-29	ST11
F1S1R2D3B1P1G12	2022-03-29	ST17
F1S1R2D2B4P5B11	2022-03-29	ST17
F1S1R2D3B1P1B03	2022-03-30	ST643
F1S1R2D3B1P1C03	2022-03-30	ST643
F1S1R2D3B1P1D12	2022-03-30	ST997
F1S1R2D3B1P1F06	2022-03-30	ST834
F1S1R2D3B1P1D02	2022-03-30	ST997
F1S1R2D3B1P1C05	2022-03-31	ST147
F1S1R2D3B1P1D03	2022-03-31	ST147
F1S1R2D3B1P1D05	2022-03-31	ST147
F1S1R2D3B1P1E06	2022-03-31	ST4421
F1S1R2D3B1P2B08	2022-03-31	ST86
F1S1R2D3B1P1E10	2022-03-31	ST45
F1S1R2D3B1P1A08	2022-03-31	ST1906
F1S1R2D3B1P1A07	2022-03-31	ST1906
F1S1R2D3B1P1B09	2022-03-31	ST25
SH220422x2x46	2022-04-01	ST14
F1S1R2D3B1P1G05	2022-04-01	ST37
SH220422x2x23	2022-04-01	ST1426
F1S1R2D3B1P1G11	2022-04-02	ST23
F1S1R2D3B1P2F01	2022-04-03	ST299
F1S1R2D3B1P2H01	2022-04-03	ST299
F1S1R2D3B1P2E06	2022-04-03	ST3429
F1S1R2D3B1P2G06	2022-04-03	ST397
F1S1R2D3B1P2B02	2022-04-04	ST397
F1S1R2D3B1P2G05	2022-04-04	ST429
F1S1R2D3B1P2G02	2022-04-04	ST955-1LV
SH220422x2x39	2022-04-04	ST661
SH220422x2x34	2022-04-04	ST726
F1S1R2D3B1P2G08	2022-04-05	ST4868-1LV
F1S1R2D3B1P2B10	2022-04-05	ST45
F1S1R2D3B1P2E10	2022-04-05	ST11
kp_bs_207	2022-04-06	ST395
F1S1R2D3B1P2C09	2022-04-06	ST1644
kp_bs_207_E07	2022-04-06	ST395
SH220422x2x79	2022-04-07	ST200
F1S1R2D3B1P2G12	2022-04-07	ST45
SH220422x2x92	2022-04-07	ST534-1LV
SH220422x2x91	2022-04-08	ST3660
SH220422x2x89	2022-04-08	ST38
SH220422x2x81	2022-04-08	ST391
SH220422x2x95	2022-04-09	ST461
F1S1R2D3B1P4H03	2022-04-09	ST405
SH220422x2x94	2022-04-10	ST14-1LV
F1S1R2D3B1P4H12	2022-04-11	ST42
F1S1R2D3B1P4F04	2022-04-11	ST2891
F1S1R2D3B1P4E05	2022-04-11	ST359-1LV
F1S1R2D3B1P4C09	2022-04-11	ST461
F1S1R2D3B1P5A02	2022-04-12	ST11
F1S1R2D3B1P5C01	2022-04-13	ST502
F1S1R2D3B1P5B01	2022-04-13	ST502
F1S1R2D3B1P4H09	2022-04-13	ST14
F1S1R2D3B1P5E07	2022-04-14	ST11
F1S1R2D3B1P5D07	2022-04-14	ST11
F1S1R2D3B1P4A10	2022-04-14	ST25
F1S1R2D3B1P5C05	2022-04-14	ST11
F1S1R2D3B1P5B06	2022-04-14	ST133-1LV
F1S1R2D3B1P5H09	2022-04-15	ST189
F1S1R2D3B1P5C09	2022-04-15	ST20
kp_bs_208_F07	2022-04-15	ST1626
kp_bs_208	2022-04-15	ST1626
SH158x07	2022-04-15	ST13
SH158x09	2022-04-17	ST661
F1S1R2D3B1P5H07	2022-04-17	ST35
SH158x58	2022-04-17	ST13
F1S1R2D3B2P1D02	2022-04-17	ST253-1LV
SH159x01	2022-04-17	ST1419
F1S1R2D3B1P5D10	2022-04-18	ST42
F1S1R2D3B1P5D09	2022-04-18	ST35
F1S1R2D3B1P5B10	2022-04-18	ST42
F1S1R2D3B2P1G03	2022-04-18	ST617
F1S1R2D3B2P1E03	2022-04-19	ST502
F1S1R2D3B2P1D06	2022-04-19	ST502
F1S1R2D3B2P2C01	2022-04-19	ST11
F1S1R2D3B2P1C05	2022-04-19	ST14
F1S1R2D3B2P1B06	2022-04-19	ST35
F1S1R2D3B2P1B03	2022-04-19	ST273
SH158x50	2022-04-19	ST20
SH158x25	2022-04-19	ST20-1LV
F1S1R2D3B2P1E11	2022-04-20	ST512
F1S1R2D3B2P2A03	2022-04-20	ST152
F1S1R2D3B2P1C12	2022-04-20	ST147
F1S1R2D3B2P1B12	2022-04-20	ST395
F1S1R2D3B2P1A10	2022-04-20	ST152
F1S1R2D3B2P1D11	2022-04-20	ST147
SH158x28	2022-04-20	ST4074
SH159x14	2022-04-20	ST18
SH159x33	2022-04-20	ST2643
SH158x68	2022-04-20	ST2643
SH158x65	2022-04-20	ST3623
SH159x53	2022-04-21	ST1401
F1S1R2D3B2P1B11	2022-04-21	ST395
F1S1R2D3B2P2C07	2022-04-21	ST20
F1S1R2D3B2P2E01	2022-04-21	ST37
