sampleid	samplingdate	ST
SH166x44	2022-05-21	35
F1S1R2D3B3P5B06	2022-05-21	10
SH169x07	2022-05-21	650
SH169x04	2022-05-21	21
F1S1R2D3B3P5H05	2022-05-21	35
F1S1R2D3B3P5G10	2022-05-21	10
F1S1R2D3B3P5G05	2022-05-21	2
F1S1R2D3B3P5F06	2022-05-21	3
SH167x56	2022-05-21	8
SH167x42	2022-05-21	52
F1S1R2D3B3P5E05	2022-05-21	1
SH166x66	2022-05-21	35
F1S1R2D3B3P5C05	2022-05-21	757
F1S1R2D3B3P5F05	2022-05-21	1
SH166x51	2022-05-21	35
F1S1R2D3B3P5A12	2022-05-22	10
SH167x12	2022-05-22	620
SH168x27	2022-05-22	4
SH166x68	2022-05-22	4
SH168x58	2022-05-22	10
SH166x64	2022-05-22	4
SH166x58	2022-05-22	4
F1S1R2D3B3P5F10	2022-05-22	3
F1S1R2D3B4P1A05	2022-05-22	9
F1S1R2D3B3P5G07	2022-05-22	4
SH168x43	2022-05-23	487
F1S1R2D3B4P1F01	2022-05-23	53
F1S1R2D3B3P5H11	2022-05-23	10
F1S1R2D3B3P5H09	2022-05-23	2
SH169x03	2022-05-23	3
F1S1R2D3B3P5G12	2022-05-23	-
F1S1R2D3B4P1D06	2022-05-23	87
F1S1R2D3B4P1D05	2022-05-23	84
F1S1R2D3B4P1H04	2022-05-23	471
SH168x45	2022-05-23	1
SH169x21	2022-05-23	469
SH168x42	2022-05-23	1
SH168x38	2022-05-23	506
SH168x37	2022-05-23	950
SH168x08	2022-05-23	4
F1S1R2D3B4P1B05	2022-05-23	32
SH168x07	2022-05-23	623
F1S1R2D3B3P5E10	2022-05-23	53
F1S1R2D3B3P5C10	2022-05-23	-
SH168x44	2022-05-23	-
F1S1R2D3B4P1A03	2022-05-24	7
F1S1R2D3B4P1H05	2022-05-24	-
F1S1R2D3B4P1A07	2022-05-24	74
SH168x54	2022-05-24	-
SH169x12	2022-05-24	-
SH169x05	2022-05-24	8
SH168x13	2022-05-24	8
F1S1R2D3B4P1A06	2022-05-24	-
F1S1R2D3B4P1H02	2022-05-24	-
SH170x67	2022-05-24	-
F1S1R2D3B4P1B06	2022-05-24	678
F1S1R2D3B4P1C06	2022-05-24	862
F1S1R2D3B4P1C05	2022-05-24	3
F1S1R2D3B4P1C03	2022-05-24	48
F1S1R2D3B4P1G07	2022-05-24	-
F1S1R2D3B4P1B03	2022-05-24	86
F1S1R2D3B4P1A10	2022-05-24	43
F1S1R2D3B4P1E08	2022-05-25	506
F1S1R2D3B4P1D12	2022-05-25	61
SH168x22	2022-05-25	4
SH168x23	2022-05-25	4
F1S1R2D3B4P1B09	2022-05-25	4
F1S1R2D3B4P1D08	2022-05-25	43
SH168x32	2022-05-25	8
SH169x01	2022-05-25	43
F1S1R2D3B4P1C07	2022-05-25	1
F1S1R2D3B4P1D07	2022-05-25	1
F1S1R2D3B4P1C11	2022-05-25	3
SH168x31	2022-05-25	8
SH169x06	2022-05-25	-
SH168x47	2022-05-25	355
SH168x46	2022-05-25	337
F1S1R2D3B4P1G08	2022-05-25	-
F1S1R2D3B4P1H07	2022-05-25	-
F1S1R2D3B4P1H08	2022-05-25	-
SH169x35	2022-05-25	35
F1S1R2D3B4P1F09	2022-05-25	10
F1S1R2D3B4P1F08	2022-05-25	7
SH166x71	2022-05-25	4
SH166x70	2022-05-25	1
F1S1R2D3B4P1A11	2022-05-25	43
SH168x02	2022-05-25	43
SH169x14	2022-05-25	-
F1S1R2D3B3P5E12	2022-05-25	10
F1S1R2D3B4P1F10	2022-05-26	43
SH169x15	2022-05-26	-
F1S1R2D3B4P1G06	2022-05-26	-
SH169x43	2022-05-26	976
SH169x13	2022-05-26	702
F1S1R2D3B4P1G10	2022-05-26	66
SH168x33	2022-05-26	66
F1S1R2D3B4P1C08	2022-05-26	3
F1S1R2D3B4P1H12	2022-05-26	66
F1S1R2D3B4P1A08	2022-05-26	40
SH168x05	2022-05-26	479
F1S1R2D3B4P1C10	2022-05-26	43
F1S1R2D3B4P1B08	2022-05-26	40
SH168x06	2022-05-26	6
SH168x16	2022-05-26	8
SH168x17	2022-05-26	8
SH169x44	2022-05-26	-
SH168x34	2022-05-26	400
SH168x15	2022-05-26	2
F1S1R2D3B4P1E12	2022-05-27	53
SH168x20	2022-05-27	400
SH168x03	2022-05-27	469
SH169x16	2022-05-27	-
F1S1R2D3B4P1A09	2022-05-27	43
F1S1R2D3B4P1H06	2022-05-27	53
F1S1R2D3B4P1G12	2022-05-27	509
SH169x40	2022-05-28	355
SH170x29	2022-05-28	66
SH170x64	2022-05-28	-
SH170x25	2022-05-29	-
SH169x42	2022-05-29	73
SH173x30	2022-05-29	-
SH170x50	2022-05-29	-
SH170x49	2022-05-29	66
SH170x42	2022-05-29	27
SH170x66	2022-05-29	4
SH170x36	2022-05-29	51
SH170x62	2022-05-30	1
SH170x26	2022-05-30	3
SH170x27	2022-05-30	-
SH170x33	2022-05-30	-
SH170x39	2022-05-30	3
SH170x40	2022-05-30	2
SH170x41	2022-05-30	3
SH170x43	2022-05-30	-
F1S1R2D3B4P4G01	2022-05-30	634
SH170x52	2022-05-30	10
SH170x34	2022-05-30	722
SH170x68	2022-05-30	16
SH170x20	2022-05-30	8
SH170x71	2022-05-30	3
SH170x15	2022-05-30	26
SH171x40	2022-05-30	620
SH171x07	2022-05-31	53
SH170x35	2022-05-31	976
SH170x09	2022-05-31	337
SH170x08	2022-05-31	632
SH170x07	2022-05-31	4
SH170x01	2022-05-31	337
F1S1R2D3B4P4G02	2022-05-31	43
F1S1R2D3B4P4F02	2022-05-31	43
SH173x29	2022-05-31	43
SH170x51	2022-05-31	1
SH170x53	2022-05-31	767
SH171x08	2022-05-31	-
F1S1R2D3B4P4H02	2022-05-31	43
SH172x09	2022-05-31	400
F1S1R2D3B4P4D01	2022-05-31	61
F1S1R2D3B4P4B01	2022-06-01	88
SH171x35	2022-06-01	53
SH173x40	2022-06-01	53
F1S1R2D3B4P4H01	2022-06-01	8
SH171x37	2022-06-01	1
SH171x32	2022-06-01	3
F1S1R2D3B4P4D02	2022-06-01	520
SH171x26	2022-06-01	43
SH172x07	2022-06-01	1
SH170x65	2022-06-01	-
SH170x21	2022-06-01	4
SH172x22	2022-06-01	-
SH170x22	2022-06-01	4
eco_bs_552	2022-06-01	43
F1S1R2D3B4P4E06	2022-06-01	3
eco_bs_551	2022-06-01	43
F1S1R2D3B4P4B02	2022-06-02	43
F1S1R2D3B4P4C02	2022-06-02	43
F1S1R2D3B4P4E04	2022-06-02	10
F1S1R2D3B4P4G05	2022-06-02	399
F1S1R2D3B4P4F04	2022-06-02	61
F1S1R2D3B4P4F05	2022-06-02	399
F1S1R2D3B4P4G07	2022-06-02	10
F1S1R2D3B4P4G03	2022-06-02	86
SH171x28	2022-06-02	6
SH173x27	2022-06-02	6
SH173x31	2022-06-02	1
F1S1R2D3B4P5H03	2022-06-02	2
SH172x34	2022-06-02	27
SH171x27	2022-06-02	86
SH172x25	2022-06-02	1
SH172x24	2022-06-02	48
SH171x23	2022-06-02	-
SH171x48	2022-06-02	4
SH171x39	2022-06-02	6
SH171x38	2022-06-02	1
SH171x31	2022-06-02	702
SH171x29	2022-06-02	417
eco_bs_553	2022-06-02	43
SH172x33	2022-06-02	29
SH173x36	2022-06-03	417
F1S1R2D3B4P4C01	2022-06-03	43
F1S1R2D3B4P4C07	2022-06-03	43
eco_bs_531	2022-06-03	53
SH171x66	2022-06-03	7
SH173x23	2022-06-03	-
F1S1R2D3B4P4H06	2022-06-03	716
SH171x42	2022-06-03	-
F1S1R2D3B4P4A06	2022-06-03	1
F1S1R2D3B4P4G06	2022-06-03	-
F1S1R2D3B4P4A11	2022-06-03	2
F1S1R2D3B4P4F06	2022-06-03	471
F1S1R2D3B4P4D06	2022-06-03	43
SH172x37	2022-06-03	1
SH172x02	2022-06-03	-
SH172x23	2022-06-03	503
SH172x28	2022-06-04	10
F1S1R2D3B4P4D04	2022-06-04	1
F1S1R2D3B4P4H05	2022-06-04	19
SH172x29	2022-06-04	3
SH172x06	2022-06-04	1
F1S1R2D3B4P4B06	2022-06-05	404
F1S1R2D3B4P4B04	2022-06-05	32
F1S1R2D3B4P4C06	2022-06-05	380
F1S1R2D3B4P4F07	2022-06-05	4
F1S1R2D3B4P4G09	2022-06-05	-
SH173x38	2022-06-05	1117
SH173x11	2022-06-05	-
SH172x11	2022-06-05	404
SH172x31	2022-06-05	3
SH172x14	2022-06-05	35
SH172x19	2022-06-05	32
SH172x30	2022-06-05	417
SH172x20	2022-06-05	3
SH172x27	2022-06-05	1
SH171x70	2022-06-06	417
F1S1R2D3B4P5G01	2022-06-06	355
F1S1R2D3B4P5E08	2022-06-06	3
F1S1R2D3B4P4H03	2022-06-06	57
F1S1R2D3B4P4C10	2022-06-06	355
F1S1R2D3B4P4C08	2022-06-06	355
SH172x32	2022-06-06	43
F1S1R2D3B4P4C04	2022-06-06	10
F1S1R2D3B4P5C02	2022-06-06	-
F1S1R2D3B4P4A07	2022-06-06	634
SH171x69	2022-06-06	-
F1S1R2D3B4P4H10	2022-06-06	43
F1S1R2D3B4P4B12	2022-06-07	477
F1S1R2D3B4P5B03	2022-06-07	43
SH172x12	2022-06-07	43
F1S1R2D3B4P5D01	2022-06-07	61
F1S1R2D3B4P5D02	2022-06-07	-
F1S1R2D3B4P4A12	2022-06-07	43
F1S1R2D3B4P4B10	2022-06-07	3
SH171x68	2022-06-07	404
F1S1R2D3B4P5F03	2022-06-07	24
F1S1R2D3B4P5F06	2022-06-07	3
F1S1R2D3B4P5B01	2022-06-07	33
F1S1R2D3B4P5F11	2022-06-07	88
F1S1R2D3B4P5G06	2022-06-07	3
F1S1R2D3B4P5G08	2022-06-07	4
SH173x37	2022-06-07	19
SH173x06	2022-06-07	404
F1S1R2D3B4P5H08	2022-06-07	3
SH173x52	2022-06-07	-
SH173x59	2022-06-07	86
F1S1R2D4B1P1A01	2022-06-07	43
SH173x09	2022-06-07	1
F1S1R2D3B4P4B09	2022-06-07	2
F1S1R2D3B4P5A08	2022-06-07	43
F1S1R2D3B4P5E03	2022-06-07	732
F1S1R2D3B4P5A03	2022-06-07	9
SH172x70	2022-06-07	4
F1S1R2D3B4P4D12	2022-06-07	-
F1S1R2D3B4P4C12	2022-06-07	2
F1S1R2D3B4P4G10	2022-06-07	10
SH172x71	2022-06-07	34
F1S1R2D3B4P5A04	2022-06-07	26
F1S1R2D3B4P4H08	2022-06-07	-
SH173x02	2022-06-07	3
F1S1R2D3B4P4F10	2022-06-07	10
F1S1R2D3B4P5A01	2022-06-07	4
F1S1R2D3B4P4H12	2022-06-07	4
SH173x03	2022-06-07	319
F1S1R2D3B4P5G02	2022-06-08	404
SH171x52	2022-06-08	-
SH172x49	2022-06-08	404
SH171x53	2022-06-08	745
SH173x70	2022-06-08	4
SH173x54	2022-06-08	-
SH173x47	2022-06-08	-
SH171x58	2022-06-08	1
SH171x54	2022-06-08	-
SH173x56	2022-06-08	1
SH171x57	2022-06-08	-
SH173x53	2022-06-08	29
F1S1R2D3B4P5H02	2022-06-08	43
F1S1R2D3B4P5H04	2022-06-08	661
F1S1R2D3B4P5E02	2022-06-08	43
F1S1R2D3B4P5F09	2022-06-08	722
F1S1R2D3B4P5A09	2022-06-08	24
F1S1R2D3B4P5F02	2022-06-08	43
F1S1R2D3B4P5E11	2022-06-08	43
F1S1R2D3B4P5D08	2022-06-08	722
F1S1R2D3B4P5B09	2022-06-08	70
F1S1R2D3B4P5E06	2022-06-08	658
SH171x59	2022-06-08	-
SH173x69	2022-06-09	-
F1S1R2D3B4P5H09	2022-06-09	404
F1S1R2D3B4P5H10	2022-06-09	9
SH173x72	2022-06-09	-
SH174x05	2022-06-09	34
SH174x06	2022-06-09	506
F1S1R2D3B4P5A11	2022-06-09	3
F1S1R2D4B1P1B01	2022-06-09	53
F1S1R2D3B4P5A12	2022-06-09	43
F1S1R2D3B4P5B11	2022-06-09	43
F1S1R2D3B4P5C11	2022-06-09	43
F1S1R2D3B4P5C07	2022-06-09	4
F1S1R2D3B4P5F10	2022-06-09	43
F1S1R2D3B4P5C12	2022-06-09	3
SH173x48	2022-06-09	43
F1S1R2D3B4P5D10	2022-06-09	74
F1S1R2D3B4P5E10	2022-06-09	-
SH172x44	2022-06-09	36
F1S1R2D3B4P5G10	2022-06-09	9
F1S1R2D3B4P5G04	2022-06-09	24
F1S1R2D3B4P5F04	2022-06-09	400
SH172x55	2022-06-09	4
SH173x55	2022-06-09	4
SH172x50	2022-06-09	1
F1S1R2D3B4P5A07	2022-06-10	3
F1S1R2D3B4P5B12	2022-06-10	8
F1S1R2D4B1P1E03	2022-06-10	471
F1S1R2D4B1P1D01	2022-06-10	-
F1S1R2D4B1P1H08	2022-06-10	4
F1S1R2D4B1P1C01	2022-06-10	53
SH172x43	2022-06-10	479
F1S1R2D4B1P1E02	2022-06-10	43
SH174x15	2022-06-10	9
SH174x41	2022-06-10	-
SH173x71	2022-06-10	355
F1S1R2D3B4P5D04	2022-06-10	3
SH175x16	2022-06-11	620
F1S1R2D3B4P5D07	2022-06-11	10
F1S1R2D4B1P1G01	2022-06-11	-
F1S1R2D4B1P1H05	2022-06-11	73
F1S1R2D4B1P1C02	2022-06-11	73
SH174x22	2022-06-11	3
F1S1R2D4B1P1F01	2022-06-11	36
F1S1R2D4B1P1H01	2022-06-11	36
F1S1R2D4B1P1F08	2022-06-11	36
SH174x35	2022-06-11	53
F1S1R2D4B1P1B02	2022-06-11	404
SH174x26	2022-06-11	43
SH174x14	2022-06-11	-
F1S1R2D4B1P1E01	2022-06-11	178
F1S1R2D4B1P1F05	2022-06-12	19
F1S1R2D4B1P1H06	2022-06-12	3
F1S1R2D4B1P1D05	2022-06-12	506
F1S1R2D4B1P1G03	2022-06-12	3
F1S1R2D3B4P5F12	2022-06-12	27
F1S1R2D4B1P1D07	2022-06-12	380
SH175x39	2022-06-12	6
F1S1R2D4B1P1G02	2022-06-12	-
F1S1R2D4B1P1C07	2022-06-12	24
F1S1R2D4B1P1C05	2022-06-12	506
SH175x11	2022-06-12	33
F1S1R2D4B1P1A07	2022-06-12	10
SH174x59	2022-06-12	53
F1S1R2D4B1P1A09	2022-06-12	43
F1S1R2D4B1P1G04	2022-06-13	53
F1S1R2D4B1P1G05	2022-06-13	1
SH176x05	2022-06-13	3
SH174x51	2022-06-13	404
SH176x03	2022-06-13	43
F1S1R2D4B1P1H09	2022-06-13	366
F1S1R2D4B1P1H11	2022-06-13	-
SH176x06	2022-06-13	33
F1S1R2D4B1P1G09	2022-06-13	24
SH174x64	2022-06-13	26
F1S1R2D4B1P1H04	2022-06-13	32
F1S1R2D4B1P1B10	2022-06-13	366
F1S1R2D4B1P1C03	2022-06-13	39
F1S1R2D4B1P1D12	2022-06-13	-
F1S1R2D4B1P1B05	2022-06-13	-
F1S1R2D4B1P1B04	2022-06-13	2
F1S1R2D4B1P1D06	2022-06-13	-
F1S1R2D4B1P1D09	2022-06-13	24
F1S1R2D4B1P1E05	2022-06-13	2
F1S1R2D4B1P1E04	2022-06-13	43
F1S1R2D4B1P1E09	2022-06-13	24
F1S1R2D4B1P1A10	2022-06-13	366
F1S1R2D4B1P1F03	2022-06-13	-
F1S1R2D4B1P1A05	2022-06-13	-
F1S1R2D4B1P1A04	2022-06-13	477
F1S1R2D4B1P1F04	2022-06-13	22
F1S1R2D4B1P1E06	2022-06-13	4
F1S1R2D4B1P1D04	2022-06-13	477
SH175x29	2022-06-14	52
SH175x28	2022-06-14	73
SH175x23	2022-06-14	3
SH175x22	2022-06-14	3
SH175x17	2022-06-14	3
F1S1R2D4B1P1F11	2022-06-14	22
F1S1R2D4B1P1B12	2022-06-14	43
F1S1R2D4B1P1B11	2022-06-14	24
SH175x32	2022-06-14	43
F1S1R2D4B1P1A12	2022-06-14	66
F1S1R2D4B1P1A11	2022-06-14	24
SH175x08	2022-06-14	-
F1S1R2D4B1P1F12	2022-06-14	3
SH175x33	2022-06-14	43
SH175x35	2022-06-14	3
SH175x38	2022-06-14	3
F1S1R2D4B1P1G11	2022-06-14	43
F1S1R2D4B1P1G12	2022-06-14	43
F1S1R2D4B1P1E12	2022-06-14	21
SH175x46	2022-06-14	43
F1S1R2D4B1P1E11	2022-06-14	74
F1S1R2D4B1P1H12	2022-06-14	48
SH175x48	2022-06-14	43
SH176x02	2022-06-14	-
SH176x18	2022-06-14	48
SH176x17	2022-06-14	-
F1S1R2D4B1P1D11	2022-06-14	2
SH176x04	2022-06-14	2
SH175x34	2022-06-14	43
SH175x02	2022-06-15	1
F1S1R2D4B1P3B05	2022-06-15	4
SH175x09	2022-06-15	700
SH175x12	2022-06-15	207
SH175x13	2022-06-15	400
SH175x15	2022-06-15	2
SH175x20	2022-06-15	502
SH175x21	2022-06-15	53
SH175x41	2022-06-15	6
SH175x25	2022-06-15	506
SH175x40	2022-06-15	33
SH175x03	2022-06-15	1088
SH175x01	2022-06-16	-
SH176x35	2022-06-16	61
SH176x37	2022-06-16	53
SH176x60	2022-06-16	36
SH176x56	2022-06-16	506
SH177x07	2022-06-16	864
SH177x08	2022-06-16	-
SH176x61	2022-06-16	43
SH179x16	2022-06-16	53
SH176x59	2022-06-17	400
F1S1R2D4B1P3E02	2022-06-17	-
SH176x43	2022-06-17	-
F1S1R2D4B1P3B02	2022-06-17	506
F1S1R2D4B1P3B01	2022-06-17	53
SH177x20	2022-06-17	10
SH177x19	2022-06-17	53
F1S1R2D4B1P3A02	2022-06-17	53
F1S1R2D4B1P3G11	2022-06-17	43
F1S1R2D4B1P3G08	2022-06-17	66
F1S1R2D4B1P3H01	2022-06-17	478
F1S1R2D4B1P3H03	2022-06-17	-
SH176x38	2022-06-17	3
SH176x42	2022-06-17	218
SH176x40	2022-06-17	-
F1S1R2D4B1P3H08	2022-06-17	66
SH177x06	2022-06-17	471
SH177x51	2022-06-18	3
SH177x14	2022-06-18	1
F1S1R2D4B1P3F01	2022-06-18	134
F1S1R2D4B1P3F06	2022-06-18	134
SH177x17	2022-06-18	1
SH177x24	2022-06-18	53
SH177x21	2022-06-18	27
F1S1R2D4B1P3G01	2022-06-18	3
SH177x15	2022-06-18	4
F1S1R2D4B1P3B10	2022-06-19	43
F1S1R2D4B1P3A07	2022-06-19	10
F1S1R2D4B1P3C07	2022-06-19	6
SH177x49	2022-06-19	-
SH177x28	2022-06-19	375
SH177x46	2022-06-19	1
F1S1R2D4B1P3H06	2022-06-19	10
F1S1R2D4B1P3G10	2022-06-19	88
F1S1R2D4B1P3G06	2022-06-19	1
SH177x31	2022-06-19	1
F1S1R2D4B1P3F03	2022-06-19	10
SH177x44	2022-06-19	-
SH177x56	2022-06-20	400
SH177x59	2022-06-20	36
SH177x35	2022-06-20	1
SH177x48	2022-06-20	8
SH177x62	2022-06-20	1
SH178x45	2022-06-20	36
SH177x37	2022-06-20	1
SH177x50	2022-06-20	53
SH176x70	2022-06-20	1
SH176x69	2022-06-20	2
SH177x52	2022-06-20	-
SH177x33	2022-06-20	404
SH179x03	2022-06-20	546
F1S1R2D4B1P3F09	2022-06-20	86
F1S1R2D4B1P3C04	2022-06-20	-
F1S1R2D4B1P3B07	2022-06-20	6
F1S1R2D4B1P3D07	2022-06-20	53
F1S1R2D4B1P4H02	2022-06-20	6
F1S1R2D4B1P3D09	2022-06-20	53
F1S1R2D4B1P3E05	2022-06-20	2
F1S1R2D4B1P3E06	2022-06-20	477
F1S1R2D4B1P3E10	2022-06-20	3
F1S1R2D4B1P3F10	2022-06-20	3
F1S1R2D4B1P3B09	2022-06-20	52
F1S1R2D4B1P3G12	2022-06-20	53
F1S1R2D4B1P3H12	2022-06-20	3
F1S1R2D4B1P3G07	2022-06-20	4
F1S1R2D4B1P3B08	2022-06-21	24
SH177x72	2022-06-21	947
F1S1R2D4B1P3A11	2022-06-21	-
SH178x09	2022-06-21	-
SH178x16	2022-06-21	471
SH178x17	2022-06-21	471
SH178x19	2022-06-21	14
SH178x27	2022-06-21	21
SH177x60	2022-06-21	702
F1S1R2D4B1P3A08	2022-06-21	36
SH178x48	2022-06-21	-
F1S1R2D4B1P4G01	2022-06-21	53
F1S1R2D4B1P3D08	2022-06-21	-
F1S1R2D4B1P3C08	2022-06-21	24
F1S1R2D4B1P3C11	2022-06-21	26
F1S1R2D4B1P3E08	2022-06-21	10
F1S1R2D4B1P3F08	2022-06-21	29
F1S1R2D4B1P4B07	2022-06-21	-
F1S1R2D4B1P4C01	2022-06-21	87
F1S1R2D4B1P4C02	2022-06-21	-
F1S1R2D4B1P4D11	2022-06-21	48
F1S1R2D4B1P4E02	2022-06-21	620
F1S1R2D4B1P4F01	2022-06-21	43
F1S1R2D4B1P4F04	2022-06-21	87
F1S1R2D4B1P3B11	2022-06-21	197
F1S1R2D4B1P3H10	2022-06-21	-
F1S1R2D4B1P4A07	2022-06-22	44
F1S1R2D4B1P4C04	2022-06-22	4
F1S1R2D4B1P4C03	2022-06-22	29
F1S1R2D4B1P4B01	2022-06-22	417
F1S1R2D4B1P4D04	2022-06-22	400
F1S1R2D4B1P4D05	2022-06-22	506
F1S1R2D4B1P4A02	2022-06-22	2
F1S1R2D4B1P4E03	2022-06-22	4
F1S1R2D4B1P4A01	2022-06-22	404
F1S1R2D4B1P4E10	2022-06-22	417
SH177x68	2022-06-22	3
F1S1R2D4B1P4F02	2022-06-22	2
SH177x70	2022-06-22	455
SH177x71	2022-06-22	3
F1S1R2D4B1P4F10	2022-06-22	53
F1S1R2D4B1P4B02	2022-06-22	33
F1S1R2D4B1P4G02	2022-06-22	43
F1S1R2D4B1P4B06	2022-06-22	73
SH179x62	2022-06-22	88
SH179x61	2022-06-22	632
SH179x01	2022-06-22	88
SH179x45	2022-06-22	506
SH179x25	2022-06-22	88
SH178x11	2022-06-22	77
SH178x12	2022-06-22	632
SH178x18	2022-06-22	10
F1S1R2D4B1P4H11	2022-06-22	4
SH179x19	2022-06-23	21
SH179x33	2022-06-23	6
SH178x05	2022-06-23	-
SH178x03	2022-06-23	10
SH179x32	2022-06-23	6
SH178x04	2022-06-23	4
SH178x06	2022-06-23	-
SH178x32	2022-06-23	29
SH178x31	2022-06-23	254
SH178x50	2022-06-23	73
F1S1R2D4B1P4B11	2022-06-23	43
F1S1R2D4B1P4H12	2022-06-23	380
SH179x43	2022-06-23	2
F1S1R2D4B1P4D10	2022-06-23	24
F1S1R2D4B1P4E12	2022-06-23	1
F1S1R2D4B1P4H07	2022-06-23	4
F1S1R2D4B1P4F07	2022-06-23	6
F1S1R2D4B1P4H06	2022-06-23	129
F1S1R2D4B1P4F12	2022-06-23	43
F1S1R2D4B1P4H05	2022-06-23	3
F1S1R2D4B1P4H04	2022-06-23	3
F1S1R2D4B1P4G07	2022-06-23	946
F1S1R2D4B1P4G12	2022-06-23	1
F1S1R2D4B1P4H08	2022-06-24	2
SH179x34	2022-06-24	33
SH179x22	2022-06-24	947
F1S1R2D4B1P4G06	2022-06-24	66
F1S1R2D4B1P4G05	2022-06-24	3
F1S1R2D4B1P4F08	2022-06-24	4
F1S1R2D4B1P4F06	2022-06-24	35
F1S1R2D4B1P4E06	2022-06-24	88
F1S1R2D4B1P4A05	2022-06-24	868
F1S1R2D4B1P4A06	2022-06-24	3
F1S1R2D4B1P4A09	2022-06-24	-
SH178x53	2022-06-24	3
F1S1R2D4B1P4B05	2022-06-24	310
SH178x46	2022-06-24	27
SH178x08	2022-06-25	-
SH178x10	2022-06-25	8
SH178x37	2022-06-26	6
SH179x35	2022-06-26	506
SH181x08	2022-06-26	43
SH181x13	2022-06-26	4
SH178x47	2022-06-26	53
SH178x57	2022-06-26	-
SH178x42	2022-06-27	-
SH179x05	2022-06-27	61
SH179x14	2022-06-27	-
SH178x23	2022-06-27	33
SH180x37	2022-06-27	10
SH179x27	2022-06-27	61
SH178x59	2022-06-27	-
SH178x43	2022-06-27	-
SH180x19	2022-06-27	61
SH180x46	2022-06-27	32
SH180x44	2022-06-28	732
SH180x45	2022-06-28	43
SH180x39	2022-06-28	355
SH180x38	2022-06-28	916
SH182x48	2022-06-28	-
SH180x24	2022-06-28	355
SH180x47	2022-06-28	26
SH180x32	2022-06-29	88
SH180x41	2022-06-29	-
SH180x03	2022-06-29	7
SH180x66	2022-06-29	10
SH179x71	2022-06-29	6
SH179x68	2022-06-29	43
SH179x67	2022-06-29	991
SH181x46	2022-06-29	2
SH179x54	2022-06-29	7
SH181x09	2022-06-29	829
SH180x54	2022-06-29	-
SH179x72	2022-06-29	44
SH180x51	2022-06-29	1088
SH180x50	2022-06-30	3
SH180x71	2022-06-30	-
SH180x61	2022-06-30	3
SH178x71	2022-06-30	950
SH180x12	2022-06-30	950
SH180x11	2022-06-30	950
SH183x04	2022-06-30	950
SH180x13	2022-06-30	950
SH178x72	2022-06-30	950
SH181x41	2022-07-01	-
SH180x72	2022-07-01	1
SH181x25	2022-07-01	4
SH179x50	2022-07-01	1
SH179x52	2022-07-01	2
SH180x09	2022-07-01	506
SH181x31	2022-07-02	4
SH180x05	2022-07-02	4
SH182x12	2022-07-02	36
SH182x50	2022-07-03	3
SH182x34	2022-07-03	43
SH182x33	2022-07-03	10
SH181x40	2022-07-04	-
SH182x13	2022-07-04	4
SH182x15	2022-07-04	6
SH182x29	2022-07-04	53
SH181x21	2022-07-04	43
SH181x20	2022-07-04	1
SH181x19	2022-07-04	404
SH181x18	2022-07-04	34
SH182x27	2022-07-04	-
SH184x19	2022-07-04	142
SH181x23	2022-07-04	305
SH182x28	2022-07-04	-
SH181x38	2022-07-05	33
SH181x15	2022-07-05	-
SH182x25	2022-07-05	52
SH182x26	2022-07-05	455
SH182x30	2022-07-05	2
SH183x44	2022-07-05	33
SH183x41	2022-07-05	27
SH183x40	2022-07-05	4
SH183x39	2022-07-05	-
SH184x07	2022-07-05	4
SH182x60	2022-07-05	355
SH182x52	2022-07-05	30
SH182x45	2022-07-05	30
SH184x03	2022-07-05	43
SH184x13	2022-07-06	6
SH184x17	2022-07-06	4
SH184x16	2022-07-06	4
SH183x61	2022-07-06	205
SH184x22	2022-07-06	4
SH184x21	2022-07-06	3
SH183x31	2022-07-06	53
SH183x66	2022-07-07	126
SH183x52	2022-07-07	1
SH184x04	2022-07-07	82
SH184x06	2022-07-07	10
SH183x21	2022-07-07	950
SH184x09	2022-07-07	-
SH184x10	2022-07-07	73
SH183x33	2022-07-07	43
SH183x54	2022-07-07	728
SH183x53	2022-07-07	-
SH184x05	2022-07-07	4
SH185x51	2022-07-07	43
SH184x44	2022-07-08	2
SH181x57	2022-07-08	74
SH181x60	2022-07-08	53
SH183x17	2022-07-08	1
SH183x15	2022-07-08	73
SH183x14	2022-07-08	1
SH183x51	2022-07-08	506
SH183x55	2022-07-08	1
SH183x56	2022-07-08	44
SH183x57	2022-07-08	43
SH183x59	2022-07-08	4
SH183x60	2022-07-08	1
SH183x64	2022-07-08	8
SH183x65	2022-07-08	455
SH183x58	2022-07-08	70
SH185x11	2022-07-08	-
SH183x50	2022-07-09	43
SH183x48	2022-07-09	35
SH183x43	2022-07-09	87
SH183x71	2022-07-10	355
SH183x49	2022-07-10	43
SH185x49	2022-07-10	471
SH186x74	2022-07-11	868
SH184x41	2022-07-11	2
SH184x37	2022-07-11	3
SH185x50	2022-07-11	-
SH184x32	2022-07-11	2
SH185x47	2022-07-11	34
SH185x30	2022-07-11	53
F1S1R2D4B3P3G02	2022-07-12	34
SH185x29	2022-07-12	-
SH185x22	2022-07-12	-
SH184x50	2022-07-12	43
SH185x25	2022-07-12	82
SH185x19	2022-07-13	6
SH184x46	2022-07-13	506
SH185x9	2022-07-13	404
SH185x44	2022-07-13	1
SH185x35	2022-07-13	-
SH184x29	2022-07-14	53
SH185x23	2022-07-14	129
